symbol,side_group,extra_delay_minutes,signal_utc,btc_signal_bps,gross_bps
1000BONKUSDT,bull,0,2026-07-01 13:41:00+00:00,28.549237088189017,9.557945041815952
1000BONKUSDT,bull,0,2026-07-01 14:11:00+00:00,33.291309288809856,28.35538752363087
1000BONKUSDT,bull,0,2026-07-01 15:24:00+00:00,52.4199361177935,-27.35978112175075
1000BONKUSDT,bull,0,2026-07-01 22:22:00+00:00,37.10219990420427,-25.06836827712022
1000BONKUSDT,bull,0,2026-07-02 03:28:00+00:00,55.30494944236963,-41.560840452551375
1000BONKUSDT,bull,0,2026-07-02 03:39:00+00:00,28.51093021941864,11.566042100394913
1000BONKUSDT,bull,0,2026-07-02 12:31:00+00:00,30.468887437944403,-40.76086956521729
1000BONKUSDT,bull,0,2026-07-02 14:02:00+00:00,28.30572700174727,-47.500565482920805
1000BONKUSDT,bull,0,2026-07-02 20:58:00+00:00,26.867003431991776,-30.06475485661464
1000BONKUSDT,bull,0,2026-07-03 20:07:00+00:00,40.61448751192742,6.577504933129585
1000BONKUSDT,bull,0,2026-07-05 22:21:00+00:00,26.715837567046208,57.54212905877631
1000BONKUSDT,bull,0,2026-07-06 13:31:00+00:00,28.217796248473093,2.178649237472019
